UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment
1396300777807749121,,,2021-05-23 08:33:42 +0530,lka SriLanka COVID19 COVID19LK COVID19Vaccine COVID19CitizenPortol COVID19 prevention COVIDVaccination,Neutral
1396300641710972930,,,2021-05-23 08:33:09 +0530,Covishield Covaxin VaccinationDrive CoronaVaccine COVID19Vaccine,Neutral
1396300563600584705,,,2021-05-23 08:32:51 +0530,Despite all of the controversy I got my first dose of the Pfizer vaccine today youdoyou COVID19Vaccine,Positive
1396299920957591554,,,2021-05-23 08:30:17 +0530,COVID19Vaccine COVID19 CovidIndia You Can Break the chain go and vaccinate yourself MeraBharatMeraVaccine MyIndiaMyVaccine Covishield CovishieldVaccine INDIA,Neutral
1396299850757644290,,,2021-05-23 08:30:01 +0530,White House partners with dating apps to get more Americans to get COVID 19 vaccination WhiteHouse UnitedStates CoronavirusVaccine CovidVaccine Covid19Vaccine COVID COVID19 COVID 19 DatingApp Tinder Match Bumble,Positive
1396299778720366597,,,2021-05-23 08:29:43 +0530,Go for your jabb at following places Vaccination drive for the age group 18 to 44 Years COVID19 CovishieldVaccine COVID19Vaccine,Neutral
1396299774786109440,,,2021-05-23 08:29:42 +0530,ALAMIN ANG ILANG UPDATED UKOL SA PAGBABAKUNA PARA SA COVID 19 COVID19Vaccine BIDABakunation TeamPNP WeServeAndProtect PNPKakampiMo,Neutral
1396299050626994183,,,2021-05-23 08:26:50 +0530,India told last month to fast track approvals for overseas vaccine makers including Pfizer Moderna and J amp J But none have since sought permission from India s drug regulator to sell their vaccine in India COVID19Vaccine,Positive
1396298709483233283,,,2021-05-23 08:25:28 +0530,Day 2 7 50pm COVID19Vaccine waited all day for today s update I ve felt chills throughout today so I don t know if my house is haunted or a Mr Freeze superpower situation,Neutral
1396298255655264256,,,2021-05-23 08:23:40 +0530,CancelExamsSaveStudents sscexam2021 railwayjobs upsc2021 COVIDEmergency CovidIndia COVID19Vaccine CoronavirusIndia,Neutral
1396298064458141696,,,2021-05-23 08:22:55 +0530,You are one of millions experiencing severe side effects long after their shot The media and gov t refuse to cover these cases or provide assistance Suing the US Gov t is your only recourse Pay thousands in med bills or legal costs Pick one Murica COVID19 COVID19Vaccine,Positive
1396296029088083972,,,2021-05-23 08:14:49 +0530,Penyuntikan 2 dosis Vaksin Sinovac 98 efektif mencegah risiko kematian akibat COVID19 VaksinasiNasional Sinovac COVID19Vaccine CovidHelp,Neutral
1396295317981515779,,,2021-05-23 08:12:00 +0530,COVID19Vaccine is a must for everyone Now even lactating women can have their jab Get yourself a your dear ones registered for VaccineFor18Plus LargestVaccineDrive up INDIA,Neutral
1396294101591416832,,,2021-05-23 08:07:10 +0530,What is the point of the qr code you are sent when booking your COVID19Vaccine in BC No one checks it at all,Neutral
1396294088371093506,,,2021-05-23 08:07:07 +0530,Over 50 of Canadians have received at least one dose of a COVID 19 vaccine as of today Check out the COVID 19 Tracker for details COVID19Vaccine,Negative
1396293136515690500,,,2021-05-23 08:03:20 +0530,India SA and 60 other countries join hands for May 31 TRIPSwaiver meet for patent free COVID19Vaccine UnitedWeWin,Positive
1396287129622360065,,,2021-05-23 07:39:28 +0530,You sound stupid saying no is forcing you to take the vaccine and in the same sentence say don t want to take it you can t participate man shut up that forcing I m not taking no COVID19Vaccine I don t trust it plus I don t get any shots flu or nothing and I m healthy,Positive
1396286434839986178,,,2021-05-23 07:36:42 +0530,Covid19AB Canada COVID19Vaccine data reported May 22 2021 Official figures for period ending May 21 2021 Based on canpoli abpoli yyc yeg ableg ontpoli Alberta media The 655k AstraZeneca now arriving in provinces 1 2,Neutral
1396286054735306758,,,2021-05-23 07:35:11 +0530,Me after taking 1st dose of CovishieldVaccine COVID19Vaccine,Neutral
1396284747911925767,,,2021-05-23 07:30:00 +0530,DOH DILG PNP sanib puwersa Promotor ng bakuna for sale tinutugis TunayNaTabloidista AbanteNews COVID19Vaccine,Neutral
1396284136155975688,,,2021-05-23 07:27:34 +0530,Doctors confirmed that the AstraZeneca vaccine caused a major stroke which caused his death COVID19Vaccine,Positive
1396284040085327875,,,2021-05-23 07:27:11 +0530,19 49 Crore Vaccine Doses Administered Till Now Centre COVID19 COVID19Vaccine,Neutral
1396283337233162246,,,2021-05-23 07:24:23 +0530,Feeling so grateful I got my COVID19Vaccine with my soon to be 12 y o daughter Amazing relief like I ve witnessed in so many of the people I ve covered for News at vaccine clinics in recent months She was so brave but insisted we get dressed up to distract us,Positive
1396282339576188932,,,2021-05-23 07:20:26 +0530,US was hogging most of the life saving mRNA vaccines but even Canada now has a higher who have received their 1st COVID19Vaccine USA aside from being 1 in COVID19 deaths are also 1 in of AntiVaxxers like you No HerdImmunity for you,Positive
1396280797167030272,,,2021-05-23 07:14:18 +0530,NYT C D C Is Investigating a Heart Problem in a Few Young Vaccine Recipients SpikeProtein COVID19Vaccine,Negative
1396279273988661248,,,2021-05-23 07:08:15 +0530,amp s off to for nominating our campus hero Jeffrey Hanna for the Pay It Forward award in recognition of his PublicHealth work administering COVID19 tests amp the COVID19Vaccine to UArizona amp NAU members amp the community amp Jeffrey,Neutral
1396277617926541319,,,2021-05-23 07:01:40 +0530,First shot taken was a breeze thanks to everyone working at the centre COVID19Vaccine whitby,Positive
1396277435331760131,,,2021-05-23 07:00:56 +0530,Corporate American amp Federal Government spending billions to talk people into taking the experimental medical protocol The marketing amp sales pitch of a lifetime Why Because of the flu Use Plain Common Sense Folks NoVaccinePassports COVID19Vaccine COVID governmentlies,Negative
1396277194146689024,,,2021-05-23 06:59:59 +0530,I have booked my COVID19Vaccine Thanks to for scheduling me in,Positive
1396277153709412352,,,2021-05-23 06:59:49 +0530,Did a thing today Pfizer Gang ProtectMB COVID19Vaccine Winnipeg Covid19MB,Neutral
1396274198767669250,,,2021-05-23 06:48:05 +0530,Thank YOU Dr Corbett health medicine medicalsciences medical wellness covid19vaccine,Neutral
1396269059503628289,,,2021-05-23 06:27:39 +0530,The just released updated guidelines for mask wearing In places that check vaccine status masks are no longer required to be worn for vaccinated people All other places require masks per previous guidelines 410Aspr21 COVID19Vaccine,Negative
1396268669798338561,,,2021-05-23 06:26:06 +0530,A drop in COVID19Vaccine clinic in Surrey opens for youngsters ages 12 and over is sponsored by,Neutral
1396268512209952769,,,2021-05-23 06:25:29 +0530,Just over half of Texans had been at least partially vaccinated for the coronavirus according to the TexasDepartmentofHealthandHumanServices About 12 1 million residents had received at least one dose of a COVID19vaccine while about 9 6 million people were fully vaccinated,Negative
1396267889456566273,,,2021-05-23 06:23:00 +0530,Hey everyone I m so sorry I haven t been on lately I ve received my 2nd dose of COVID19Vaccine yesterday and I ended up having a fever I m also been very cautious about a lot about the CoronavirusOutbreak since I was positive for COVID19 but I survived,Negative
1396266620247367681,,,2021-05-23 06:17:58 +0530,Study finds AstraZeneca and Pfizer jabs are effective against variant identified in India COVID19Vaccine,Positive
1396266313987760131,,,2021-05-23 06:16:45 +0530,You need to do some reading up mate if you think you are going to coerce people in to taking unapproved vaccine Nuremberg2 nuremberg COVID19Vaccine Australia Constitution,Neutral
1396265145286860801,,,2021-05-23 06:12:06 +0530,COVID19Vaccine FDA In Brief FDA Advises Against Use of SARS CoV 2 Antibody Test Results to Evaluate Immunity or Protection From COVID 19 Including After Vaccination,Neutral
1396263517620252675,,,2021-05-23 06:05:38 +0530,cressy There are multiple times and days available Just booked 10 patients for tomorrow There are no more excuses Go get vaccinated COVID19Vaccine,Positive
1396259822769565699,,,2021-05-23 05:50:57 +0530,CovidVaccines COVID19Vaccine CovidVaccineIndia VaccineRegistration VaccineFor18Plus,Neutral
1396259090385436675,,,2021-05-23 05:48:03 +0530,Sputnik V Covishield Covaxin What we know about India s Covid 19 vaccines CovidVaccines COVID19Vaccine CovidVaccineIndia COVID19India CovidIndia VaccineRegistration VaccineFor18Plus COVID19 Covishield Covaxin Sputnik,Neutral
1396256421923098624,,,2021-05-23 05:37:26 +0530,Forget patent forgiveness Why can t we just open source COVID19Vaccine recipes under a license like GNU GPL,Neutral
1396255040885641216,,,2021-05-23 05:31:57 +0530,Well no one saw that coming vaccinated VaccineRegistration VaccinesWork COVID19Vaccine plandemic SCAMDEMIC2021 defundcdc,Neutral
1396252868093480961,,,2021-05-23 05:23:19 +0530,Health officials hold pop up COVID19Vaccine clinic to help reach underserved in Maryvale,Neutral
1396252825617723392,,,2021-05-23 05:23:09 +0530,Health officials hold pop up COVID19Vaccine clinic to help reach underserved in Maryvale,Neutral
1396251139994161155,,,2021-05-23 05:16:27 +0530,Depression Burnout The Lege second dose of Pfizer COVID19Vaccine,Neutral
1396249141936721922,,,2021-05-23 05:08:31 +0530,Day 5 since I ve taken my AZ vaccine and still no ill effects If you re in Melbourne take advantage of another beautiful sunny day and get yours today AstraZeneca COVID19Vaccine insiders,Positive
1396248876315779072,,,2021-05-23 05:07:27 +0530,To celebrate I m getting burger and a 30 oz milkshake from Pete s big bite in Whitby get vaccine also support local Business COVID19Vaccine whitby,Neutral
1396246787325841408,,,2021-05-23 04:59:09 +0530,Yes Please be kind to clinical staff I constantly hear horror stories from my sister who s RN in the clinics She s had ppl scream in her face swear at her amp other staff They do no have decision making power so be kind COVID19Vaccine COVID19 healthcareworkers,Positive
1396246662415257600,,,2021-05-23 04:58:39 +0530,151 814 COVID 19 doses in the freezer Only administered 13 154 today Let s start administering these doses mbpoli Covid19MB COVID19Vaccine BeSafe,Neutral
1396246456726478850,,,2021-05-23 04:57:50 +0530,Australia is the laughing stock of the world watching our journalists going round in circles trying to round up Morrison amp LNP to address quarantine amp COVID19Vaccine roll out Incompetency amp negligence is an understatement to describe this government auspol,Negative
1396245375300816896,,,2021-05-23 04:53:33 +0530,Please try to Digeste i know its not easy COVID19Vaccine CovidVaccinesideeffects,Negative
1396243954979459073,,,2021-05-23 04:47:54 +0530,Omg I m so glad i finally got 1 I can already feel the 5G tingling pfizerBioNtech covid19vaccine Beban Park Social Centre,Positive
1396243929368981504,,,2021-05-23 04:47:48 +0530,Go do your part and go get vaxxed GetVaccinated COVID19Vaccine,Neutral
1396243822493913089,,,2021-05-23 04:47:22 +0530,Excellent point but I disagree with Montagnier on this one Variants are highest in countries with high pop density and genetic pressure Also with low vaccine rates like India and Brazil Their rollout was slow Viruses will always evolve MedTwitter COVID19Vaccine,Positive
1396243607477125122,,,2021-05-23 04:46:31 +0530,EuropeanUnion EU COVID19Vaccine Database of adverse reactions to vaccines,Neutral
1396243327419228164,,,2021-05-23 04:45:24 +0530,I m also extremely wary of vaccines advertised by stars and celebrities CovidVaccines AstraZeneca COVID19Vaccine,Negative
1396242693970284549,,,2021-05-23 04:42:53 +0530,A poll on the COVID19Vaccine for my insiders auspol friends share and enjoy,Positive
1396242045853970434,,,2021-05-23 04:40:19 +0530,Ok I did my part Thanks to all the staff who are working at the vaccine clinic on long weekend You are amazing ajax COVID19Vaccine arc,Positive
1396241262072799244,,,2021-05-23 04:37:12 +0530,Eurovision2021 no points uk think Europe EuropeanUnion still crying over brexit and the COVID19Vaccine progress the UK haveing,Negative
1396239471759314955,,,2021-05-23 04:30:05 +0530,Vaccinated Seniors 94 Less Likely To Be Hospitalized For Covid covid19vaccine coronavirusvaccine,Negative
1396239450942943235,,,2021-05-23 04:30:00 +0530,Watch in Thai Everyone in Australia can get a free COVID19 vaccination when it s their turn Visit the vaccination eligibility checker Video by More languages COVID19Vaccine Multicultural,Positive
1396237060751564801,,,2021-05-23 04:20:30 +0530,State wise Covid 19 vaccine dises available pmmodiji CoronaPandemic Covid19Vaccine availability,Positive
1396237016715579392,,,2021-05-23 04:20:20 +0530,State wise Covid 19 vaccine dises available pmmodiji CoronaPandemic Covid19Vaccine availability,Positive
1396236159399890946,,,2021-05-23 04:16:55 +0530,Listen to Potter speak about s shot and a chaser vaccination program and s role in helping create promote publicize the incentive based COVID19Vaccine effort Click this link fast forward to 49 38 mark Buffalo ErieCountyNY,Positive
1396236041950875648,,,2021-05-23 04:16:27 +0530,Even the best COVID19Vaccine will need closed borders fast test and trace and prompt localised lockdown For years not months,Positive
1396231698199859201,,,2021-05-23 03:59:12 +0530,If you are 60years or over n you are in prison serving do u get the vaccine COVID19Vaccine CovidVaccine COVID19SouthAfrica,Neutral
1396228540522143744,,,2021-05-23 03:46:39 +0530,The Anaheim Convention Center has Covid 19 vaccines right now no appointment necessary I think they have Moderna vaccination COVID19Vaccine Anaheim AnaheimConventionCenter,Positive
1396225855265853442,,,2021-05-23 03:35:59 +0530,American Vaccine Lotteries Now in 4 States covid19vaccine bribery vaxholes americucks notomandatoryvaccines,Neutral
1396224396612849667,,,2021-05-23 03:30:11 +0530,Getting the COVID 19 vaccine can help protect people around you and the people that are at increased risk for severe illness from COVID Don t miss your shot call today at 478 299 8444 or book an appointment online at any of our locations covid19 covid19vaccine EGHC,Neutral
1396224358054600704,,,2021-05-23 03:30:02 +0530,Daily US vaccinations for 2021 05 21 7 day smoothed 1 879 526 0 new doses administered coronavirus covid19vaccine coronavirusvaccine covidstatistics Data from Our World in Data,Positive
1396224350228000770,,,2021-05-23 03:30:00 +0530,White House partners with dating apps to get more Americans to get COVID 19 vaccination WhiteHouse UnitedStates CoronavirusVaccine CovidVaccine Covid19Vaccine COVID COVID19 COVID 19 DatingApp Tinder Match Bumble,Positive
1396217835056160771,,,2021-05-23 03:04:07 +0530,The European database for suspected adverse drug reaction reports If you scroll down in C Category You will see the COVID19Vaccine reports,Negative
1396217617342287872,,,2021-05-23 03:03:15 +0530,Pfizer4All or at least for 50 w medical condition please AstraZeneca auspol COVID19Vaccine,Negative
1396215974769020928,,,2021-05-23 02:56:43 +0530,Canada is winning the COVID19vaccine lottery Other countries aren t so lucky Canada ranked 13th among the 151 countries in the world with more than a million people in terms of doses administered TrudeauVaccinationWin CBC News,Positive
1396215810113216512,,,2021-05-23 02:56:04 +0530,Worthwhile listening to these two prominent experts talk about vaccine COVID19Vaccine,Positive
1396213180699877376,,,2021-05-23 02:45:37 +0530,So I just got my vaccine I think there is something in it For some reason I keep hearing Execute order 66 good soldiers follow orders COVID19Vaccine,Positive
1396209355314405389,,,2021-05-23 02:30:25 +0530,Within seconds see all local vaccination sites You can even find a COVID 19 vaccination site with staff who speak a specific language check it out today COVID19 COVID19vaccine,Neutral
1396209353049485319,,,2021-05-23 02:30:24 +0530,Within seconds see all local vaccination sites You can even find a COVID 19 vaccination site with staff who speak a specific language check it out today COVID19 COVID19vaccine,Neutral
1396207562891038725,,,2021-05-23 02:23:17 +0530,Are you looking to get vaccinated gt Text your ZIP code to 438829 to find the closest location to you WeCanDoThis COVID19Vaccine,Neutral
1396206979811532801,,,2021-05-23 02:20:58 +0530,It was so nice to connect with doctoral students yesterday I am so thankful for the COVID19Vaccine b c it allowed me to see this phenomenal scholars GetVaccinated,Positive
1396203160381779970,,,2021-05-23 02:05:48 +0530,This VTuber Interviewer just got his 2nd dose of the Covid19Vaccine I am just timing myself for 15 minutes and let s see how will I react to it What are your guys experience when you guys got your 2nd vaccine,Neutral
1396202621824770048,,,2021-05-23 02:03:39 +0530,Canada is winning the vaccine lottery Other countries aren t so lucky CBC News COVIDVaccine COVID19Vaccine COVID19 COVID 19 COVIDCanada COVID19Vaccine,Positive
1396202067711209475,,,2021-05-23 02:01:27 +0530,Yall getting that COVID19Vaccine booster shot covid19 MaskOn MaskUp NoMasks,Neutral
1396201779751174147,,,2021-05-23 02:00:19 +0530,COVID19 Q amp A Here s what you can do if you suspect that you have COVID 19 COVID19Vaccine DoingMyPartTT,Neutral
1396201276300402688,,,2021-05-23 01:58:19 +0530,Canada has ordered more than 400 million COVID 19 vaccine shots Here s the progress report CBC News COVIDVaccine COVID19Vaccine COVIDCanada COVID19Canada,Positive
1396198179335548934,,,2021-05-23 01:46:00 +0530,I m now one of 56 5 in the UK who got their first COVID 19 vaccine CoronaVaccination COVID19Vaccine NHS thankyouNHS,Positive
1396196238429605890,,,2021-05-23 01:38:17 +0530,Thank God Vaccine system doesn t consider Reservation The General crowd would have been Dead by the time their slots would turn up COVID19Vaccine VaccineRegistration CowinApp COVIDSecondWave,Negative
1396194275197702145,,,2021-05-23 01:30:29 +0530,Medical Airmen from the supported COVID 19 vaccination efforts at Davis Monthan Air Force Base in Tucson The is partnering with active duty to surge capacity and capability in providing the covid19vaccine to military members and their dependents,Negative
1396194255111168005,,,2021-05-23 01:30:25 +0530,Platelet Count 96 Normal Range 150 450 and yes I took the COVID19Vaccine YOLO Optimism is always the key and it does payoff I am certain that I ll get to enjoy my penny crypto bag on the next bull cycle,Positive
1396194201109504001,,,2021-05-23 01:30:12 +0530,Today received my 1st dose of Moderna Thanks to for help me book the appointment in Ottawa Everyone please GetVaccinated when is your turn Protect your self and protect others COVID19Vaccine,Positive
1396192333587230725,,,2021-05-23 01:22:46 +0530,Vaccine vaccine vaccine vaccine I m begging of you please don t hesitate Got the first dose of the COVID 19 vaccine today lisboavacinada COVID19Vaccine COVID19Vaccination JoleneVaccine GetVaccinated,Positive
1396190498176606211,,,2021-05-23 01:15:29 +0530,Yes doesn t stay within the injected intramuscular space but is distributed everywhere so let s give it to pregnant women What could go wrong CovidVaccine Covid 19 COVID19Vaccine,Negative
1396186992614969347,,,2021-05-23 01:01:33 +0530,I m very grateful after more than a year being an essential worker in a grocery store putting my family and myself at risk As an immigrant ThanksCanada and thank you I m very happy to call this place home COVID19Vaccine,Positive
1396186073596899331,,,2021-05-23 00:57:54 +0530,It has been an absolute privilege serving pharmacists at the state level with the covid19vaccine rollout What has s office done to include pharmacists in the vaccine rollout How did represent pharmacists Listen to this podcast for more,Positive
1396183138582241281,,,2021-05-23 00:46:14 +0530,Get vaccine it s important for your health fitbit GetVaccinated GetVaccinatedASAP CoronaVaccine vaccinated COVID19Vaccine,Positive
1396181611838910469,,,2021-05-23 00:40:10 +0530,We have created a Covid19vaccine toolkit to help answer any questions or concerns you may have about getting your vaccine Please share with your contacts Available as a PDF and accessible word doc Translated versions available end of next week,Positive
1396181584206831618,,,2021-05-23 00:40:04 +0530,Yes the 3Cs Complecency Convenience and Confidence on COVID19Vaccine hesitancy Stay tuned next week Thursday May 27 on at 12noon I Youth4UHC NG,Neutral
1396180317657051136,,,2021-05-23 00:35:02 +0530,May 24 28 Get your COVID19Vaccine Get FREE NYS Lottery Scratch Off Must be over 18 and get vaccinated at 10 participating sites You might win 5 million,Positive
1396179077527134212,,,2021-05-23 00:30:06 +0530,Head to to get your COVID19vaccine We have daily walk in clinics located in the former Charming Charlie store Moderna Pfizer and Johnson amp Johnson vaccines are available A parent or legal guardian must be present with children 12 and up,Positive
1396179075962712065,,,2021-05-23 00:30:06 +0530,Head to to get your COVID19vaccine has daily walk in clinics located in the former Charming Charlie store Moderna Pfizer and Johnson amp Johnson vaccines are available A parent or legal guardian must be present with children 12 and up,Positive
1396179052524756993,,,2021-05-23 00:30:00 +0530,Our interactive map of COVID19Vaccine sites makes it easier than ever to book your appointment You can filter by type of clinic by regional health authority and by which sites are currently taking appointments Find the map at ProtectMB,Neutral
1396178731547328515,,,2021-05-23 00:28:44 +0530,Just got my second shot of Moderna I ve been getting my annual cold flu shot my entire life and will continue doing so COVID19Vaccine,Negative
1396178199722315776,,,2021-05-23 00:26:37 +0530,Ontario AZ 2nd dose update Next week 55 000 doses of AZ will be released as 2nd doses for people 60 65 who received 1st dose between March 10 19 at pharmacies in Toronto Windsor and Kingston Read this for more details covid19 COVID19Vaccine vhcON,Positive
1396176562597208064,,,2021-05-23 00:20:06 +0530,The COVID19vaccine can be a big source of anxiety for those who have a fearofneedles Our Scientific Committee Member joined on s morning show to discuss how this fear may develop and how it can be overcome,Neutral
1396174925623398402,,,2021-05-23 00:13:36 +0530,fyi if you have plastic name badge ID cards they likely fit vaccinecards vaccinated I have a ton from conferences GetVaccinated COVID19Vaccine vaccinationcard,Positive
1396174872783593475,,,2021-05-23 00:13:24 +0530,Second one down CovidVaccine AstraZenaca COVID19Vaccine,Negative
1396172053921898500,,,2021-05-23 00:02:11 +0530,Starting tomorrow May 23 in TO youth ages 12 can book their COVID19Vaccine appointment at a city run immunization clinic Details on where to call visit online,Neutral
1396171059762585600,,,2021-05-22 23:58:14 +0530,Please share with teens in your family and community Teens have good questions have many other stressors during the pandemic and are important COVID19Vaccine,Positive
1396171008915255302,,,2021-05-22 23:58:02 +0530,he often talks about the importance of maximizing his safety by following the NBA s health and safety protocols related to COVID 19 LeBronJames NBA COVID19Vaccine COVID19,Neutral
1396170906494513157,,,2021-05-22 23:57:38 +0530,COVID 19 vaccination clinic 830 Washington St Dorchester continue today from 10 00 4 00 pm Please share with others A lot of prizes Food And MassHealth enrollment Haitian consular Enrollment to vote bospoli COVID19Vaccine,Neutral
1396170404159492096,,,2021-05-22 23:55:38 +0530,They re Vaccinated and Keeping Their Masks On Maybe Forever vaccinated vaccinate MaskOn MaskUp CoronavirusPandemic CoronaVaccination CovidVaccine COVID19Vaccine CDC FDA USA,Neutral
1396168172055629825,,,2021-05-22 23:46:46 +0530,I AM NOT THROWINGAWAY MY SHOT I AM NOT THROWINGAWAY MY SHOT I AM NOT THROWINGAWAY MY SHOT PfizerVaccine COVID19Vaccine MBCovid GetVaccinated,Neutral
1396167753342595072,,,2021-05-22 23:45:06 +0530,Children 12 years or older in California are now eligible for their COVID19Vaccine shot Contact your local County PublicHealth Department your healthcare provider or go to to GetVaccinated today CACounties COVID19,Positive
1396166910723559428,,,2021-05-22 23:41:45 +0530,COVID19Vaccine CoronavirusPandemic Indian VaccinationDrive VaccineShortage,Neutral
1396166331834187776,,,2021-05-22 23:39:27 +0530,The COVID19Vaccine is more widespread but it s normal to still have questions But how can you talk to your loved ones who are hesitant The recommends listening with empathy and addressing concerns without emotions running high,Positive
1396164002061901824,,,2021-05-22 23:30:12 +0530,If you have questions about the reopening of the ITC and COVID19Vaccine join General President McCarron for a virtual Q amp A session We will be streaming LIVE on Facebook Wednesday May 26 at 7 30 PM Eastern 4 30 PM Pacific,Positive
1396163982390489088,,,2021-05-22 23:30:07 +0530,Give your parents or Grandparents the perfect gift of the YorkTest COVID 19 Immunity Tracker Test yorktest COVIDimmunity covid19vaccine lockdown vaccine immunitylevels antibodies Shop Now,Positive
1396162811550740487,,,2021-05-22 23:25:28 +0530,What we could learn if we were humble from the US the UK Israel etc is that it s easy to get the first 50 60 of adults to get their COVID19vaccine because they are the ones who want it badly Once we hit that point convincing everyone else takes hard work,Negative
1396160098989379584,,,2021-05-22 23:14:41 +0530,Covid19Vaccine 2 67 110 Covid19India CovidIndia Healthcare,Neutral
1396160061718863873,,,2021-05-22 23:14:32 +0530,CovidVaccine Covid 19 CovidIndia COVIDisAirborne it s not COVIDIOTS leftist sheep COVID19Vaccine Is the greatest plandemic in history,Positive
1396159091756740616,,,2021-05-22 23:10:41 +0530,VAERS COVID19vaccine Adverse reactions 227 805 Reports May 14 2021 4201 Deaths 12625 Hospitalizations 29707 Urgent Care visits 10799 Severe Allergic reactions 1390 Heart attacks 1065 Blood clots 328 Miscarriages 1070 Anaphylaxis cases 1273 Bell s Palsy cases,Neutral
1396159081665159171,,,2021-05-22 23:10:39 +0530,New blog post on surviving the virtual school year Whew amwriting WritingCommunity pandemiclife COVID19Vaccine amreading,Positive
1396158533893304322,,,2021-05-22 23:08:28 +0530,If you would have told me in May2020 that 25 year olds could be vaccinated one year later I wouldn t have believed you That s the miracle of modern science research innovation amp the work of our federal government to secure supply PS I m smiling igotmyshot COVID19Vaccine,Positive
1396158195773620234,,,2021-05-22 23:07:07 +0530,Seeing a lot of posts on Facebook amp Twitter of NHS covid vaccine letters being sent to the wrong address then today we get a call to say my daughter should have been getting her s today but she hasn t received a letter Lothian COVID19Vaccine,Negative
1396157408909660169,,,2021-05-22 23:04:00 +0530,2 COVID19Vaccine Clinics in ScarbTO u200d u200d 2 family pop up clinics for everyone 12 who live or work in a M1 hot spot Islamic Foundation of Toronto 441 Nugget Avenue Sun May 23 10AM 8PM Proof of address or employment is required,Positive
1396156928657543171,,,2021-05-22 23:02:05 +0530,greatbharat COVID19 COVID19Vaccine CoronavirusPandemic staysafe stayhome WearAMask,Neutral
1396156404856197126,,,2021-05-22 23:00:00 +0530,No one wants to go backwards Follow PublicHealth guidelines GetVaccinated when it is your turn and we WILL EndThePandemic CACounties Coronavirus COVID19 COVID19Vaccine CSAC Reopening GetToImmunity VaccinateAll58 California,Positive
