UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment
1395360931891212290,,,2021-05-20 18:19:05 +0530,As Singapore Covid 19 Cases Increase Tourism Board Tighten Regulations and Measures for Tourism Industry,Neutral
1395360931643756558,,,2021-05-20 18:19:05 +0530,As Singapore Covid 19 Cases Increase Tourism Board Tighten Regulations and Measures for Tourism Industry,Neutral
1395360931463368705,,,2021-05-20 18:19:05 +0530,As Singapore Covid 19 Cases Increase Tourism Board Tighten Regulations and Measures for Tourism Industry,Neutral
1395360931320717317,,,2021-05-20 18:19:05 +0530,As Singapore Covid 19 Cases Increase Tourism Board Tighten Regulations and Measures for Tourism Industry,Neutral
1395360931111079937,,,2021-05-20 18:19:05 +0530,As Singapore Covid 19 Cases Increase Tourism Board Tighten Regulations and Measures for Tourism Industry,Neutral
1395360931027185667,,,2021-05-20 18:19:05 +0530,As Singapore Covid 19 Cases Increase Tourism Board Tighten Regulations and Measures for Tourism Industry,Neutral
1395360930851000321,,,2021-05-20 18:19:05 +0530,As Singapore Covid 19 Cases Increase Tourism Board Tighten Regulations and Measures for Tourism Industry,Neutral
1395360930754482177,,,2021-05-20 18:19:05 +0530,As Singapore Covid 19 Cases Increase Tourism Board Tighten Regulations and Measures for Tourism Industry,Neutral
1395360659425091584,,,2021-05-20 18:18:00 +0530,As Singapore Covid 19 Cases Increase Tourism Board Tighten Regulations and Measures for Tourism xa0Industry,Neutral
1395282420950261761,,,2021-05-20 13:07:06 +0530,The Covid 19 pandemic has accelerated the transformation of the tourism industry and created new customer expectations says F Gervais CEO of the as the group announced its Reinvention 2025 strategy Read our eapnews for more info,Positive
1395197602560454657,,,2021-05-20 07:30:04 +0530,COVID 19 crisis has hit the tourism industry hard I m not working full time anymore I feel like I m going to have to go back to school to do something else I m so lost,Positive
1395170170923016192,,,2021-05-20 05:41:04 +0530,Covid 19 travel u2009Ocean cruise resumes in Taiwan amid pandemic The cruise resumption is part of a government effort to boost a tourism industry badly hit by the pandemic Taiwan has largely closed,Negative
1395154456078131208,,,2021-05-20 04:38:37 +0530,Hitting the herd traffic lights bubbles or bust Vaccination success is driving airline route recovery but the travel and tourism industry remains severely impacted by the COVID 19 pandemic Airlines need to make hay while the sun shines this year m,Positive
1395126881112952845,,,2021-05-20 02:49:03 +0530,Boston tourism industry hoping to bounce back with easing COVID 19 restrictions Boston,Neutral
1395121985181655048,,,2021-05-20 02:29:36 +0530,Free flights and cash payments are among the incentives being offered in a multi million injection into Queensland s COVID 19 crippled tourism industry 9News,Positive
1395121983847870472,,,2021-05-20 02:29:35 +0530,Free flights and cash payments are among the incentives being offered in a multi million injection into Queensland s COVID 19 crippled tourism industry 9News,Positive
1395121981843025926,,,2021-05-20 02:29:35 +0530,Free flights and cash payments are among the incentives being offered in a multi million injection into Queensland s COVID 19 crippled tourism industry 9News,Positive
1395114604854923265,,,2021-05-20 02:00:16 +0530,Free flights and cash payments are among the incentives being offered in a multi million injection into Queensland COVID 19 crippled tourism industry 9Today,Positive
1395057545803452418,,,2021-05-19 22:13:32 +0530,Delighted to make my first contribution in the Welsh Parliament as a Member for North Wales The tourism industry is hugely significant for North Wales It s vitally important that this sector is properly supported to bounce back following this Covid 19 crisis,Positive
1395035880881016833,,,2021-05-19 20:47:27 +0530,Nyokabi is her name she mentions that she lost her job last year in March she was working in the tourism industry which was hard hit by the Covid 19 pandemic Mind you she was a manager and led a team of 13 people,Negative
1394977386513448960,,,2021-05-19 16:55:01 +0530,There are many exciting announcements coming out of the Arabian Travel Market this week especially regarding new opportunities emerging for the tourism industry in the GCC With a strong comeback in leisure travel expected once the Covid 19 pandemic is under control,Positive
1394881104843354113,,,2021-05-19 10:32:25 +0530,TourismKE The Covid 19 pandemic really affected the tourism industry CountToConserve WildlifeCensusKe,Positive
1394860862209335298,,,2021-05-19 09:11:59 +0530,THE WORLD AVIATION AIRLINE TOURISM INDUSTRY ARE DEAD BECAUSE OF COVID 19 AT LEAST 50 OF THE ABOVE COMPANIES MAY HAVE TO GO,Negative
1394859601841975299,,,2021-05-19 09:06:58 +0530,Malaysia needs to start planning for the recovery of its tourism industry such as implementing strategies to open up its international borders to tourists who have received the Covid 19 vaccine jabs once the MCO 3 0 ends Daily Express Link,Neutral
1394837417987739648,,,2021-05-19 07:38:49 +0530,Tourism industry leaders have urged Hong Kong residents to get vaccinated for Covid 19 to help resume travel as arrivals to the city plunged nearly 100 year on year in the first four months of 2021,Positive
1394837394323513346,,,2021-05-19 07:38:44 +0530,Tourism industry leaders have urged Hong Kong residents to get vaccinated for Covid 19 to help resume travel as arrivals to the city plunged nearly 100 year on year in the first four months of 2021,Positive
1394814129299501056,,,2021-05-19 06:06:17 +0530,Boston tourism industry hoping to bounce back with easing COVID 19 xa0restrictions,Neutral
1394737330343272455,,,2021-05-19 01:01:07 +0530,Tourism accounts for 10 of EU GDP 11 5M jobs Covid 19 is to this industry an absolute tsunami aNewGovernance is proud to work with Digital New Deal on the Themis project to re empower our tourism industry through data sharing,Positive
1394699706769592322,,,2021-05-18 22:31:37 +0530,While vulnerable groups in parts of Italy struggle to access Covid 19 vaccines Capri and other holiday islands have been flooded with shots as local officials attempt to revive the tourism industry,Negative
1394673553476292609,,,2021-05-18 20:47:41 +0530,Do you think Covid 19 Vaccine Passport VC will boost up tourism industry in Kenya,Neutral
1394650720423514122,,,2021-05-18 19:16:57 +0530,Portugal seeks to revive its battered tourism industry after lifting COVID 19 travel restrictions,Neutral
1394622719128477701,,,2021-05-18 17:25:41 +0530,United Nations World Tourism Organization UNWTO Topic Saving the Travel amp Tourism industry during covid 19 United Nations Women UN Women Topic Domestic violence during CoVid 19 The Shadow Pandemic,Neutral
1394616515429797888,,,2021-05-18 17:01:02 +0530,While vulnerable groups in parts of Italy struggle to access Covid 19 vaccines Capri and other holiday islands have been flooded with shots as local officials attempt to revive the tourism industry,Negative
1394591024522031104,,,2021-05-18 15:19:45 +0530,Malaysia needs to start planning the recovery of its tourism industry such as strategies to open up its borders to travellers vaccinated against Covid 19 once the movement control order MCO ends,Neutral
1394540744031887361,,,2021-05-18 11:59:57 +0530,Jammu and Kashmir Lieutenant Governor Manoj Sinha announced a Rs 3 crore relief package for people employed in the tourism industry which has been severely impacted by the second wave of the Covid 19 pandemic Source India Today,Neutral
1394534973416239106,,,2021-05-18 11:37:01 +0530,Thailand s gross domestic product GDP in the first quarter of this year contracted by 2 6 per cent because the third wave of Covid 19 infections has hurt the economy and tourism industry NESDC said on Monday ThailandNews TheNationThailand,Positive
1394483005377323009,,,2021-05-18 08:10:31 +0530,Today in 2018 we re invited to product launch Langkawi Signature with its speciality kopi amp ice cream durian while brainstorming on potential tourism industry However Covid 19 has pulled down the said business amp industry is dying K Baaiii,Negative
1394439589532631042,,,2021-05-18 05:18:00 +0530,VIDEO British holidaymakers return to the sun soaked beaches of Portugal as the country seeks to revive its battered tourism industry after lifting travel restrictions that had been imposed to curb Covid 19,Neutral
1394415301916336134,,,2021-05-18 03:41:29 +0530,British holidaymakers have returned to the sun soaked beaches of Portugal as the country seeks to revive its battered tourism industry after lifting travel restrictions that had been imposed to curb Covid 19,Neutral
1394414850252722181,,,2021-05-18 03:39:41 +0530,Duffy laments the impact of COVID 19 on the STR operators in PEI s tourism industry Er they surely still managed to rent out those properties on the long term market They just didn t reap windfall profits on same Boo hoo peipoli peihousingcrisis,Positive
1394386555272405000,,,2021-05-18 01:47:15 +0530,Florida s tourism industry saw improvement during the first three months of 2021 but the number of visitors was still down 14 percent from a year earlier as the state continued to grapple with the COVID 19 pandemic,Positive
1394347673000480770,,,2021-05-17 23:12:45 +0530,Florida s tourism industry saw improvement during the first three months of 2021 but the number of visitors was still down 14 from a year earlier as the state continued to grapple with the COVID 19 pandemic,Positive
1394329725372276742,,,2021-05-17 22:01:26 +0530,Florida s tourism industry saw improvement during the first three months of 2021 but the number of visitors was still down 14 from a year earlier as the state continued to grapple with the COVID 19 pandemic Tourism,Positive
1394318098975580167,,,2021-05-17 21:15:14 +0530,InDOnesia CARE a national campaign for showing the commitment how the Indonesian government manages tourism industry during and after pandemic Covid 19 asienparadisresor indonesianspecialist pandemic wonderfulindonesia TourismRecovery Travelsafely indonesiacare tourism,Neutral
1394295340417753091,,,2021-05-17 19:44:48 +0530,Atlantic Bubble the tourism industry remains in question COVID 19 in the Atlantic,Neutral
1394195741229260800,,,2021-05-17 13:09:02 +0530,Global Covid 19 vaccination key to tourism industry recovery,Neutral
1394188224239702016,,,2021-05-17 12:39:10 +0530,Greece kicked off the summer season by formally opening its doors again to visitors in an attempt to resurrect its tourism industry Foreign tourists will be allowed in Greece only if they have been vaccinated or can show negative Covid 19 test results,Negative
1394177109871013893,,,2021-05-17 11:55:00 +0530,Turkey s president said the COVID 19 restrictions aimed to reduce new cases to below 5 000 a day so that Turkey s vital tourism industry wouldn t be devastated for a second straight summer,Positive
1394165165222998023,,,2021-05-17 11:07:32 +0530,3 Major Impacts Of COVID 19 On The Travel Industry Onlooking the growing number of IG travel influencers we can say that the tourism industry was quite surging for years,Positive
1393912544134189056,,,2021-05-16 18:23:42 +0530,Noto Town is in great trouble because its tourism industry was hit hard even though there were few cases of Covid 19 It would be very helpful if you could publicize it in this way,Positive
1393904514785177600,,,2021-05-16 17:51:48 +0530,The travel tourism industry has seen a lot of downs since last year With another wave of Covid 19 in different parts of the world it is poised to face more difficult times this year modelunitednations imun2021 youth globalopportunity,Neutral
1393858331207426051,,,2021-05-16 14:48:17 +0530,Greece formally opens tourism industry to vaccinated or COVID 19 negative xa0tourists,Negative
1393825397817712646,,,2021-05-16 12:37:25 +0530,Join us live on Happy 98 9FM as we discuss the Recovery of the Tourism Industry amidst Covid 19 God bless our Homeland Ghana,Positive
1393755445475504128,,,2021-05-16 07:59:27 +0530,Greece kicked off summer season by formally opening doors again to visitors in an attempt to resurrect its tourism industry Foreign tourists will be allowed in Greece only if they have been vaccinated or can show negative Covid 19 test,Negative
1393729158375567363,,,2021-05-16 06:15:00 +0530,Greece has formally opened to visitors kicking off a summer season it hopes will resurrect its vital tourism industry battered by the Covid 19 pandemic,Positive
1393718443724185604,,,2021-05-16 05:32:25 +0530,Key Points The Tourism Industry During COVID 19 Vaccine Inequality How Can We Help To Save Lives Why I Choose Not To Take The COVID 19 Vaccine Yet A Solo Female Traveler POV,Neutral
1393709039196983309,,,2021-05-16 04:55:03 +0530,As Thailand struggles with a third wave of covid 19 many Thai are committing suicide in record numbers over depression and hardships The covid 19 pandemic that arrived from China in late 2019 has decimated Thailand s tourism industry and put millions,Positive
1393641487422922756,,,2021-05-16 00:26:37 +0530,A very interesting approach to reviving tourism industry post COVID 19 I highly recommend,Positive
1393569443716866049,,,2021-05-15 19:40:21 +0530,United Nations World Tourism Organization UNWTO Topic Saving the Travel amp Tourism industry during covid 19 United Nations Women UN Women Topic Domestic violence during CoVid 19 The Shadow Pandemic,Neutral
1393478030798974976,,,2021-05-15 13:37:06 +0530,Singapore s tourism industry races to abide by new Covid 19 rules Bloomberg,Positive
1393455500268871682,,,2021-05-15 12:07:35 +0530,This year let s ALL support our home tourism industry they need your money Dont holiday in Foreign lands as the SOUVENIR YOU BRING HOME COULD BE COVID 19 Keep your family Safe amp ENJOY your British Holiday,Positive
1393446045237927936,,,2021-05-15 11:30:00 +0530,With Western Australia s tourism industry finding itself reliant on an intrastate market since the onset of COVID 19 the State s regional towns need to unearth and promote their unique offerings in order to attract more visitors,Positive
1393315437983715329,,,2021-05-15 02:51:01 +0530,Happy Friday TOTA Fast Facts provides you with a bi weekly snapshot of the latest research on how the tourism industry is being impacted as a result of COVID 19 Read more TourismResiliency BCTourismCounts,Positive
1393292891464863747,,,2021-05-15 01:21:26 +0530,In response to Covid 19 a new partnership will boost the devastated nature based tourism industry in Africa,Positive
1393255298329153541,,,2021-05-14 22:52:03 +0530,Aviation COVID 19 Portugal to welcome British visitors from 17 May in boost to tourism industry via,Positive
1393222374183505921,,,2021-05-14 20:41:13 +0530,I have a quick question people Do you think the finding of vaccines against COVID 19 could help the tourism industry to bounce back,Positive
1393207231332638722,,,2021-05-14 19:41:03 +0530,3 ways to use chatbots to improve the experience of hotel guests The travel and tourism industry has been hit hard by Covid 19 But the use of smart technology has paved the way for Alphabots bot Read more,Positive
1393191207082369024,,,2021-05-14 18:37:22 +0530,became one of the 14 companies to recover the tourism industry in Portugal in the post COVID 19 era OCR idscanning innovation digitaltransformation RPA AI business,Neutral
1393188073249312775,,,2021-05-14 18:24:55 +0530,became one of the 14 companies to recover the tourism industry in Portugal in the post COVID 19 era fintech software Covid19 news,Neutral
1393180654813138945,,,2021-05-14 17:55:26 +0530,United Nations World Tourism Organization UNWTO Topic Saving the Travel amp Tourism industry during covid 19 United Nations Women UN Women Topic Domestic violence during CoVid 19 The Shadow Pandemic,Neutral
1393175957863759876,,,2021-05-14 17:36:46 +0530,Rep Garin on how tourism establishments can survive amid COVID 19 The tourism industry is resilient it can repurpose If you re a hotel you can turn it into a health destination or wellness center If you re a restaurant you can make it more outdoors 1 2,Positive
1393125378927992834,,,2021-05-14 14:15:48 +0530,Dear Malaysians the covid 19 pandemic has severely impacted many players in the Tourism Industry Sabah Let us support local tourism together supportlocal,Positive
1393104165526654978,,,2021-05-14 12:51:30 +0530,United Nations World Tourism Organization UNWTO Topic Saving the Travel amp Tourism industry during covid 19 United Nations Women UN Women Topic Domestic violence during CoVid 19 The Shadow Pandemic,Neutral
1393092714715967489,,,2021-05-14 12:06:00 +0530,Hua Hin plans to vaccinate residents next month reopening eyed for October more at Thailand Next month 350 000 Covid 19 vaccine doses are planned to be sent to Hua Hin to vaccinate residents and those who work in the tourism industry xa0 As part of,Positive
1393068708101165057,,,2021-05-14 10:30:36 +0530,In a bid to stimulate the tourism industry the Committee of National Tourism Policy has approved the Hua Hin Recharge project under which residents and tourism workers will be given Covid 19 jabs HuaHin tourism ThailandNews TheNationThailand,Neutral
1392993098507096065,,,2021-05-14 05:30:09 +0530,Despite the state of the tourism industry due to COVID 19 a new tourism business in Sault Ste Marie is looking to the future with optimism u200b,Positive
1392962885966512131,,,2021-05-14 03:30:06 +0530,After shutting its doors and losing more than 600 000 revenue the Macey Center is one of many New Mexico venues ready to welcome guests when COVID 19 pandemic lifts How the NM tourism industry hopes to recover from the offseason that just kept going,Positive
1392916590295883777,,,2021-05-14 00:26:08 +0530,Dear Sir I am Tour Operator Past one and half year i don t have any business due to COVID 19 Tourism industry totally down in India I am having 11 months baby and my wife also in Home Only no job We are struggling with financial needs kindly help us,Negative
1392884273372336138,,,2021-05-13 22:17:43 +0530,How will the hospitality and tourism industry rebound from the COVID 19 pandemic Experts from the MSHT program say it s all about accelerating longstanding priorities in the areas of sustainability innovation technology and more,Positive
1392852279129169920,,,2021-05-13 20:10:35 +0530,New data from confirms UK s travel and tourism industry has suffered more during the Covid 19 crisis than many other major markets around the world Hardly surprising when the UK govt hasn t bothered to support this industry in any shape or form,Positive
1392756939629596675,,,2021-05-13 13:51:45 +0530,Can I expect financial aid of Rs 50 000 I m from tourism industry and need to pay backlog of home loan As there is no source of income due to Covid 19 I could not pay last 6 EMI s and I may lose my existing house,Negative
1392736787441848321,,,2021-05-13 12:31:40 +0530,euronews RT We know that COVID 19 has been detrimental to the travel and tourism industry and the destinations and businesses that rely on it But how has the past year shaped the future of travel 2021 trends in full,Positive
1392692749221068802,,,2021-05-13 09:36:41 +0530,The World Bank has extended its support to assist in boosting the tourism industry in Sri Lanka which has collapsed due to the Covid 19 pandemic The Morning learnt,Negative
1392600473358651395,,,2021-05-13 03:30:00 +0530,Arkansas travel and tourism industry which was enjoying more than a decade of growth posted double digit percentage declines in key categories in 2020 because of the COVID 19 pandemic,Positive
1392583835221700608,,,2021-05-13 02:23:53 +0530,Over the past year people across the country have stayed home to help protect people from COVID 19 That means the hospitality and tourism industry have taken a big hit The State of Illinois wants you to come back,Negative
1392569029995515908,,,2021-05-13 01:25:04 +0530,More than 35 of American adults have now been fully vaccinated against COVID 19 positive news for the travel and tourism industry particularly airlines Wheels up,Positive
1392525793570459650,,,2021-05-12 22:33:15 +0530,It s not enough to have a thriving tourism industry and universal broadband access in our state More is needed for long term success We are excited to be able to share the third and final phase of our economic recovery plan for Covid 19,Positive
1392518944292884485,,,2021-05-12 22:06:02 +0530,Developed countries in Europe also had many deaths for COVID 19 second wave We all were desperate to keep the economy running specially in tourism industry that we did not care about second wave We are all to be blamed goa CoronavirusPandemic,Positive
1392517558788673538,,,2021-05-12 22:00:32 +0530,The COVID 19 pandemic took a major toll on the region s tourism industry And a recent report shows that half of the job losses among Latinx workers were suffered by those in the tourism sector,Negative
1392480079884730371,,,2021-05-12 19:31:36 +0530,New to the MigrantInfoHub have created posters for tourists and the tourism industry to help reduce outbreaks of COVID 19 They are helpful for anyone travelling in the UK Videos graphics and audio in dozens of languages Visit for more info,Positive
1392457058373545989,,,2021-05-12 18:00:07 +0530,We know that COVID 19 has been detrimental to the travel and tourism industry and the destinations and businesses that rely on it But how has the past year shaped the future of travel 2021 trends in full,Positive
1392376398140956677,,,2021-05-12 12:39:37 +0530,The Impact of Covid 19 on Travel amp Tourism Industry in India and its Future Covid19 Travel Tourism,Neutral
1392157907236659203,,,2021-05-11 22:11:24 +0530,Earlier today I had the pleasure of meeting with stakeholders of our local tourism industry Tourism is an integral part of our VA02 economy and I will continue working with my colleagues to help this sector recover from the fallout of the COVID 19 pandemic,Neutral
1392151588144173061,,,2021-05-11 21:46:18 +0530,Dear Sir I am Tour Operator Past one and half year i don t have any business due to COVID 19 Tourism industry totally down in India I am having 11 months baby and my wife also in Home Only no job We are struggling with financial needs kindly help us,Negative
1392123365784231937,,,2021-05-11 19:54:09 +0530,Over 4 000 businesses have closed on the Spanish island of Mallorca as the COVID 19 pandemic smashed the tourism industry in 2020 is urging the UK to allow holidaymakers to return to the Balearic islands by June to save more businesses from closure Summer2021,Positive
1392122271066738690,,,2021-05-11 19:49:48 +0530,STUDY ON TOURISM IN CANADA CAD50 Participate in our new and exciting study on the impact of Covid 19 on the tourism industry In 45 minutes share your habits and personal experiences as holidaymakers during the pandemic Click here to learn more,Positive
1392119829243564032,,,2021-05-11 19:40:06 +0530,As COVID 19 restrictions begin to lift and the weather warms up people want to get outside and safely enjoy Utah Kaitlin Eskelson president and CEO of joins SpeakingonBusiness to tell us about Utah s travel and tourism industry,Positive
1392117469830123521,,,2021-05-11 19:30:43 +0530,Despite the devastating impact of the Covid 19 pandemic on the tourism industry recent reports that tourism workers may be deemed essential workers by the National Coronavirus Command Council has provided a glimmer of hope,Negative
1392102197572296708,,,2021-05-11 18:30:02 +0530,The tourism industry in New York took a billion dollar hit over the last year as restaurants and theaters closed along with other public gathering spots shuttered at the onset of the COVID 19 pandemic,Negative
1392089345461456898,,,2021-05-11 17:38:58 +0530,COVID 19 forced worldwide travel bans What happens to a country when 80 of its economy is the tourism industry and the planes stop coming Watch 101 EAST Bali Paradise in a Pandemic Friday at 11 30AM on Aljazeera ch 257,Negative
1392085271617826816,,,2021-05-11 17:22:47 +0530,Philippine tour operators express hopes the continued COVID 19 vaccine rollout will lead to the opening of the country s borders and the gradual revival of the tourism industry,Neutral
1391994780675190786,,,2021-05-11 11:23:12 +0530,In recent weeks tourism indicators for New York City like hotel occupancy and museum attendance that had fallen off a pandemic cliff have ticked up slightly It s a welcome sight for the city s tourism industry that was decimated by COVID 19 May,Positive
1391906677209718786,,,2021-05-11 05:33:06 +0530,We need to understand that the situation brought by COVID 19 is far grave for tourism industry It might take much longer time than we all had expected for its revival Now is the time we have to think in a new way to do our business Nepal TourismMatters Tourism,Positive
1391883264114184198,,,2021-05-11 04:00:04 +0530,New numbers show the economic impact of COVID 19 on New Jersey s tourism industry has the details and more of tonight s top business stories,Positive
1391845503114129412,,,2021-05-11 01:30:01 +0530,The tourism industry in New York took a billion dollar hit over the last year as restaurants and theaters closed along with other public gathering spots shuttered at the onset of the COVID 19 pandemic,Negative
1391822977176506368,,,2021-05-11 00:00:31 +0530,Congratulates Sri Indranil Sen for taking over as our Honourable MIC Tourism WB Looking forward want a chance to work in hospitality amp tourism industry recovery the near future specially after the covid 19 From the heart of a hospitality passionate,Positive
1391798884427567113,,,2021-05-10 22:24:47 +0530,A new COVID 19 vaccination site opened Monday at PortMiami as part of Miami Dade County s efforts to lower barriers for a shot particularly those who work in the tourism industry,Positive
1391774397581733899,,,2021-05-10 20:47:28 +0530,President of the Jamaica Hotel and Tourist Association JHTA Clifton Reader says that more workers in the tourism industry are indicating a willingness to take the COVID 19 vaccine,Positive
1391664605588598794,,,2021-05-10 13:31:12 +0530,People are being encouraged to holiday at home this year to boost the local tourism industry and control the spread of Covid 19,Neutral
1391644719084617729,,,2021-05-10 12:12:11 +0530,We can close the border but what about people working at tourism industry and by the way I ve lost my mom in January this year because of COVID 19 and nna I m just COVID 19 Surviving Corpes,Neutral
